ID	Value
HED10224	[[একদিকে\RB]]_RBP [[যেমন\RP_RPD]]_RBP [[তাঁর\PR_PRL কবিতায়\N_NN]]_NP [[শক্তি\N_NN]]_NP [[,\RD_PUNC]]_CCP [[বিদ্রোহ\N_NN]]_NP [[,\RD_PUNC]]_CCP [[আক্রোশ\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[বিপ্লবের\N_NN]]_NP [[ছোঁয়া\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[তেমনি\CC_CCS]]_RBP [[অপরদিকে\RB]]_RBP [[কোমল\JJ]]_RBP [[,\RD_PUNC]]_CCP [[অভিনব\JJ]]_JJP [[ভাবনার\N_NN]]_NP [[অভিব্যক্তি\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10225	[[এই\DM_DMD দুই\QT_QTC শৈলীর\N_NN উত্কৃষ্টতা\N_NN]]_NP [[আমরা\PR_PRP]]_NP [[কুরুক্ষেত্র\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[উর্বশীতে\N_NNP]]_NP [[দেখতে\V_VM_VINF পাই\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10226	[[২৩শে\QT_QTC সেপ্টম্বর\N_NNP ,\RD_PUNC ১৯০৮\QT_QTC সালে\N_NN]]_NP [[সিমরিয়া\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[মুঙ্গের\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[বিহারে\N_NNP]]_NP [[তাঁর\PR_PRL]]_NP [[জন্ম\N_NN হয়েছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10227	[[১৯৩৪\QT_QTC থেকে\PSP ১৯৪৭\QT_QTC সাল\N_NN পর্যন্ত\PSP]]_NP [[সরকারের\N_NN সেবায়\N_NN]]_NP [[সব-রেজিস্ট্রার\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[প্রচার\N_NN বিভাগের\N_NN উপনির্দেশকের\N_NN]]_NP [[পদে\N_NN]]_NP [[কাজ\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10228	[[তাঁকে\PR_PRL]]_NP [[পদ্মভূষণ\N_NNP উপাধিতে\N_NN]]_NP [[সম্মানিত\JJ করা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10229	[[‘সংস্কৃতি\N_NNP কে\N_NNP চার\N_NNP অধ্যায়’\N_NNP বইয়ের\N_NN জন্য\PSP]]_NP [[তাঁকে\PR_PRL]]_NP [[সাহিত্য\N_NNP অ্যকাডেমি\N_NNP পুরস্কার\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[‘ঊর্বশী’র\N_NNP জন্য\PSP ভারতীয়\JJ জ্ঞানপীঠ\N_NNP পুরস্কার\N_NNP]]_NP [[প্রদান\N_NN করা\V_VM_VNG হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10230	[[১৯৭৪\QT_QTC সালের\N_NN ২৪শে\QT_QTC এপ্রিল\N_NNP]]_NP [[তাঁর\PR_PRL]]_NP [[মৃত্যু\N_NN ঘটে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10231	[[নিজের\PR_PRF লেখার\N_NN জন্য\PSP]]_NP [[তিনি\PR_PRL]]_NP [[সর্বদা\QT_QTF]]_RBP [[অমর\JJ]]_JJP [[থাকবেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10232	[[‘\RD_PUNC উর্বশী\N_NNP ’\RD_PUNC ছাড়া\PSP দিনকর\N_NNP মহাশয়ের\N_NN বেশির\JJ ভাগ\N_NN রচনা\N_NN]]_NP [[বীর\N_NN রসে\N_NN]]_NP [[পরিপূর্ণ\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10233	[[ভূষণের\N_NNP পরে\PSP]]_NP [[তাঁকে\PR_PRL]]_NP [[বীর\N_NN রসের\N_NN ক্ষেত্রে\N_NN]]_NP [[শ্রেষ্ঠ\JJ কবি\N_NN বলে\V_VM_VNF মনে\N_NN করা\V_VM_VNG হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10234	[[আচার্য\N_NNP হাজারী\N_NNP প্রসাদ\N_NNP দ্বিবেদীর\N_NNP]]_NP [[কথানুযায়ী\RB]]_RBP [[দিনকর\N_NNP মহাশয়\N_NN]]_NP [[অ-হিন্দীভাষীদের\N_NN মধ্যে\PSP সমস্ত\QT_QTF হিন্দী\N_NNP কবিদের\N_NN মধ্যে\PSP]]_NP [[সবচেয়ে\RP_INTF বেশি\JJ জনপ্রিয়\JJ]]_JJP [[ছিলেন\V_VAUX]]_VGF [[এবং\CC_CCD]]_CCP [[নিজের\PR_PRF মাতৃভাষার\N_NN প্রতি\PSP ভালোবাসার\N_NN প্রতীক\N_NN]]_NP [[ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10235	[[একবার\QT_QTC]]_RBP [[হরিবংশ\N_NNP রায়\N_NNP বচ্চন\N_NNP]]_NP [[দিনকর\N_NNP মহাশয়\N_NN সম্পর্কে\PSP বলেছিলেন\V_VM_VF]]_VGF [[যে\RP_RPD]]_CCP [[তাঁকে\PR_PRL]]_NP [[একটা\QT_QTC]]_NP [[নয়\V_VAUX]]_NEGP [[,\RD_PUNC]]_BLK [[চারটে\QT_QTC জ্ঞানপীঠ\N_NNP পুরস্কার\N_NN দেওয়া\V_VM_VNG]]_VGNN [[উচিত\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10236	[[তিনি\PR_PRL বলেছেন\V_VM_VF]]_VGF [[যে\RP_RPD]]_CCP [[তাঁকে\PR_PRL]]_NP [[গদ্য\N_NN]]_NP [[,\RD_PUNC]]_CCP [[পদ্য\N_NN]]_NP [[,\RD_PUNC]]_CCP [[ভাষা\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[হিন্দী\N_NNP ভাষার\N_NN]]_NP [[সেবার\N_NN জন্য\PSP]]_NP [[আলাদা-আলাদা\JJ জ্ঞানপীঠ\N_NNP পুরস্কার\N_NN]]_NP [[দেওয়া\V_VM_VNG]]_VGNN [[উচিত\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10237	[[রামবৃক্ষ\N_NNP বেনিপুরীর\N_NNP]]_NP [[মতে\N_NN]]_RBP [[দিনকর\N_NNP মহাশয়\N_NN]]_NP [[দেশকে\N_NN]]_NP [[বৈপ্লবিক\JJ চেতনায়\N_NN উদ্বুদ্ধ\JJ করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10238	[[বিখ্যাত\JJ সাহিত্যিক\JJ কাশীনাথ\N_NNP সিং\N_NNP বলেছেন\V_VM_VF]]_VGF [[যে\RP_RPD]]_CCP [[দিনকর\N_NNP মহাশয়\N_NN]]_NP [[জাতীয়তাবাদী\JJ]]_NP [[এবং\CC_CCD]]_CCP [[সাম্রাজ্যবাদ\JJ বিরোধী\JJ]]_NP [[কবি\N_NN]]_NP [[ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10239	[[তিনি\PR_PRL]]_NP [[সামাজিক\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[আর্থিক\JJ]]_JJP [[সাম্য\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[শোষণের\N_NN]]_NP [[বিরুদ্ধে\N_NN]]_NP [[কবিতা\N_NN রচনা\N_NN করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10240	[[ঊর্বশী\N_NNP]]_NP [[স্বর্গ\N_NN থেকে\PSP বিতাড়িত\JJ এক\QT_QTC অপ্সরার\N_NN গল্প\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10241	[[সেখানেই\PR_PRL]]_RBP [[‘\RD_PUNC কুরুক্ষেত্র\N_NNP ’\RD_PUNC ,\RD_PUNC মহাভারতের\N_NNP শান্তিপর্বের\N_NN কবিতা\N_NN রূপ\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10242	[[এই\DM_DMD কবিতাটি\N_NN]]_NP [[দ্বিতীয়\QT_QTO বিশ্বযুদ্ধের\N_NN পরে\PSP]]_NP [[লেখা\V_VM_VNG হয়েছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10243	[[সেখানে\PR_PRL]]_RBP [[`সামধেনী`-র\N_NNP রচনা\N_NN]]_NP [[কবির\N_NN সামাজিক\JJ চিন্তাভাবনা\N_NN]]_NP [[অনুসারে\RB]]_RBP [[হয়েছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10244	[[‘সংস্কৃতি\N_NNP কে\N_NNP চার\N_NNP অধ্যায়’তে\N_NNP]]_NP [[দিনকর\N_NNP মহাশয়\N_NN]]_NP [[বলেছেন\V_VM_VF]]_VGF [[যে\RP_RPD]]_CCP [[সাংস্কৃতিক\JJ]]_JJP [[,\RD_PUNC]]_CCP [[ভাষাগত\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[আঞ্চলিক\JJ]]_JJP [[বিভিন্নতা\JJ থাকা\V_VM_VNG সত্ত্বেও\PSP]]_NP [[,\RD_PUNC]]_BLK [[আমাদের\PR_PRP চিন্তাধারা\N_NN]]_NP [[এক\QT_QTC রকমের\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10245	[[দিনকর\N_NNP মহাশয়কে\N_NN]]_NP [[সাহিত্য\N_NN রচনার\N_NN জন্য\PSP]]_NP [[সরকার\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[অন্যান্য\JJ সংস্থা\N_NN]]_NP [[থেকেও\PSP]]_BLK [[সম্মানিত\JJ]]_JJP [[করা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10246	[[দিনকর\N_NNP মহাশয়কে\N_NN]]_NP [[তাঁর\PR_PRL রচনা\N_NN ‘কুরুক্ষেত্র’এর\N_NNP জন্য\PSP]]_NP [[কাশী\N_NNP নগরী\N_NNP প্রচারিণী\N_NNP সভা\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[উত্তর\N_NNP প্রদেশ\N_NNP সরকার\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[ভারত\N_NNP সরকারের\N_NN]]_NP [[তরফ\N_NN থেকে\PSP]]_BLK [[সম্মানিত\JJ]]_JJP [[করা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10247	[[ভারতে\N_NNP প্রথম\QT_QTO রাষ্ট্রপতি\N_NN ডাঃ\JJ রাজেন্দ্রপ্রসাদ\N_NNP]]_NP [[তাঁকে\PR_PRL]]_NP [[১৯৫৯\QT_QTC সালে\N_NN]]_NP [[পদ্ম\N_NNP বিভূষণ\N_NNP দিয়ে\V_VM_VNF]]_VGNF [[সম্মনিত\JJ]]_JJP [[করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10248	[[১৯৭২\QT_QTC সালে\N_NN]]_NP [[‘\RD_PUNC উর্বশী\N_NNP ’\RD_PUNC কাব্য\N_NN রচনার\N_NN জন্য\PSP]]_NP [[তাঁকে\PR_PRL]]_NP [[জ্ঞানপীঠ\N_NNP সম্মানে\N_NN]]_NP [[সম্মানিত\JJ]]_JJP [[করা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10249	[[১৯৫২\QT_QTC সালে\N_NN]]_NP [[তিনি\PR_PRL]]_NP [[রাজ্য\N_NN সভার\N_NN জন্য\PSP]]_NP [[নির্বাচিত\JJ]]_JJP [[হন\V_VAUX]]_VGF [[এবং\CC_CCD]]_CCP [[পরপর\RB]]_RBP [[তিনবার\QT_QTC]]_RBP [[সদস্য\N_NN হন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10250	[[দিনকর\N_NNP মহাশয়\N_NN]]_NP [[নেহরুজীর\N_NNP সাথে\PSP]]_NP [[আত্মীয়তার\JJ সম্পর্ক\N_NN ছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10251	[[১৯৯৯\QT_QTC সালে\N_NN]]_NP [[ভারত\N_NNP সরকার\N_NN]]_NP [[তাঁর\PR_PRL স্মৃতিতে\N_NN]]_NP [[ডাক\N_NN টিকিট\N_NN]]_NP [[প্রচলন\N_NN করে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10252	[[তাঁর\PR_PRL জন্ম\N_NN শতবর্ষ\N_NN উপলক্ষে\N_NN]]_NP [[বিহারের\N_NNP মুখ্যমন্ত্রী\N_NN নীতিশ\N_NNP কুমার\N_NNP]]_NP [[তাঁর\PR_PRL গৌরব\N_NN প্রতিমার\N_NN]]_NP [[উন্মোচন\N_NN করেন\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[তাতে\PR_PRL]]_NP [[ফুল\N_NN মালা\N_NN দেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10253	[[সচ্চিদানন্দ\N_NNP হীরানন্দ\N_NNP বাতসায়ন\N_NNP]]_NP [[‘\RD_PUNC অজ্ঞেয়\N_NNP ’\RD_PUNC প্রতিভাসম্পন্ন\JJ কবি\N_NN]]_NP [[,\RD_PUNC]]_CCP [[সৃজনশীল\JJ]]_JJP [[,\RD_PUNC]]_CCP [[কথা\N_NN -\RD_PUNC সাহিত্যে\N_NN গুরুত্বপূর্ণ\JJ দিশাপ্রদানকারি\JJ কাহীনিকার\N_NN]]_NP [[.\RD_PUNC]]_CCP [[ললিত\JJ প্রাবন্ধিক\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[সম্পাদক\JJ]]_NP [[রূপে\N_NN]]_RBP [[পরিচিত\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10254	[[তাঁর\PR_PRL জন্ম\N_NN]]_NP [[৭ই\QT_QTO মার্চ\N_NNP ১৯১১\QT_QTC সালে\N_NN]]_NP [[উত্তরপ্রদেশের\N_NNP দেভারিয়া\N_NNP জেলার\N_NN কুশীনগর\N_NNP নামক\N_NN এক\QT_QTC ঐতিহাসিক\JJ স্থানে\N_NN]]_NP [[হয়েছিল\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10255	[[অজ্ঞেয়\N_NNP প্রয়োগবাদ\JJ]]_NP [[এবং\CC_CCD]]_CCP [[নতুন\JJ কবিতাকে\N_NN]]_NP [[সাহিত্যিক\JJ জগতে\N_NN]]_NP [[প্রতিষ্ঠিত\JJ করেছেন\V_VM_VF]]_VGF [[এই\PR_PRL কবি\N_NN]]_VGF [[৷\RD_PUNC]]_BLK
HED10256	[[অনেক\QT_QTF জাপানী\JJ হাইকু\N_NN কবিতাকে\N_NN]]_NP [[অজ্ঞেয়তে\N_NNP]]_NP [[অনুবাদ\N_NN করেছেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10257	[[অজ্ঞেয়\N_NNP]]_NP [[বহুমুখী\JJ দৃঢ়\JJ ব্যক্তিত্বসম্পন্ন\JJ একাকিত্বের\N_NN কবি\N_NN হওয়ার\V_VM_VNG]]_VGNN [[সাথে-সাথে\RB]]_RBP [[একজন\QT_QTC]]_NP [[ভালো\JJ চিত্রগ্রাহক\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[সত্যাণ্বেষী\N_NN পর্যটকও\N_NN]]_NP [[ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10258	[[তিনি\PR_PRL]]_NP [[মৌখিক\JJ সংস্কৃত\N_NNP পরম্পরায়\N_NN]]_NP [[প্রাথমিক\JJ শিক্ষা\N_NN লাভ\N_NN করেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10259	[[বাবাকে\N_NN দেখে\V_VM_VNF দেখে\V_VM_VNF]]_VGINF [[নিজের\PR_PRF বাড়িতেই\N_NN]]_NP [[সংস্কৃত\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[ফরাসী\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[ইংরেজী\N_NNP]]_NP [[ও\CC_CCD]]_CCP [[বাংলা\N_NNP]]_NP [[ভাষা\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[সাহিত্য\N_NN অধ্যায়নের\N_NN]]_NP [[সাথে\PSP]]_BLK [[তাঁর\PR_PRL পড়াশুনো\N_NN]]_NP [[শুরু\N_NN হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10260	[[১৯২৫\QT_QTC সালে\N_NN]]_NP [[পাঞ্জাব\N_NNP থেকে\PSP প্রবেশিকা\N_NN পরিক্ষা\N_NN পাশ\N_NN করেন\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[তারপরে\RB]]_RBP [[মাদ্রাস\N_NNP খ্রীষ্টান\N_NNP কলেজে\N_NN]]_NP [[ভর্তি\N_NN হন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10261	[[সেখান\PR_PRL থেকে\PSP]]_NP [[বিজ্ঞানে\N_NN ইন্টারের\N_NN পড়াশুনো\N_NN শেষ\N_NN করে\V_VM_VNF]]_VGNF [[১৯২৭\QT_QTC সালে\N_NN]]_NP [[তিনি\PR_PRL]]_NP [[বি.\N_NNP এস.\N_NNP সি\N_NNP করার\V_VM_VNG জন্য\PSP]]_NP [[লাহোরের\N_NNP ফরমান\N_NNP কলেজে\N_NN]]_NP [[ভর্তি\N_NN হন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10262	[[১৯২৯\QT_QTC সালে\N_NN বি.\N_NNP এস.\N_NNP সি.\N_NNP করার\V_VM_VNG পরে\PSP]]_NP [[এম.\N_NNP এ.তে\N_NNP তাঁর\PR_PRL বিষয়\N_NN ছিল\V_VAUX ইংরেজী\N_NNP]]_NP [[কিন্তু\CC_CCS]]_CCP [[বিদ্রোহী\JJ আন্দোলনে\N_NN সামিল\N_NN হওয়ার\V_VM_VNG কারণে\N_NN]]_NP [[পড়াশুনো\N_NN]]_NP [[সম্পূর্ণ\JJ]]_JJP [[করতে\V_VM_VINF পারেননি\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10263	[[১৯৩৬\QT_QTC সালে\N_NN]]_NP [[অজ্ঞেয়\N_NNP মহাশয়\N_NN]]_NP [[সাংবাদিকতার\JJ দুনিয়াতে\N_NN পা\N_NN রাখেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10264	[[১৯৩৭\QT_QTC -\RD_PUNC ৩৯\QT_QTC সাল\N_NN পর্যন্ত\PSP]]_NP [[কলকাতা\N_NNP থেকে\PSP প্রকাশিত\JJ ‘বিশাল\N_NNP ভারত’এরও\N_NNP]]_NP [[সম্পাদনা\N_NN করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10265	[[এরপরে\RB]]_RBP [[পাটনা\N_NNP থেকে\PSP প্রকাশিত\JJ পত্রিকা\N_NN ‘বিজলী’তে\N_NNP]]_NP [[কাজ\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10266	[[১৯৪৬\QT_QTC সাল\N_NN থেকে\PSP ১৯৫২\QT_QTC সাল\N_NN পর্যন্ত\PSP]]_NP [[এলাহাবাদ\N_NNP থেকে\PSP প্রকাশিত\JJ পত্রিকা\N_NN ‘প্রতীক’এ\N_NNP]]_NP [[কাজ\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10267	[[১৯৫৮\QT_QTC সাল\N_NN থেকে\PSP ১৯৫৯\QT_QTC সাল\N_NN পর্যন্ত\PSP]]_NP [[দিল্লি\N_NNP থেকে\PSP প্রকাশিত\JJ ইংরেজী\N_NNP পত্রিকা\N_NN ‘বাক’এর\N_NNP সম্পাদনাও\N_NN করেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10268	[[১৯৪০-৪২\QT_QTC]]_NP [[এবং\CC_CCD]]_CCP [[পুনরায়\RB]]_RBP [[১৯৫০-৫৫\QT_QTC]]_NP [[সাল\N_NN পর্যন্ত\PSP]]_NP [[অল\N_NNP ইন্ডিয়া\N_NNP রেডিয়োর\N_NNP সংবাদ\N_NN বিভাগে\N_NN]]_NP [[ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10269	[[অজ্ঞেয়\N_NNP মহাশয়\N_NN]]_NP [[১৯৬৪\QT_QTC সালে\N_NN]]_NP [[বিখ্যাত\JJ সাপ্তাহিক\JJ ‘দিনমান’এর\N_NNP]]_NP [[প্রতিষ্ঠা\N_NN করেন\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[১৯৭০\QT_QTC সাল\N_NN পর্যন্ত\PSP]]_NP [[তার\PR_PRL সম্পাদনা\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10270	[[তিনি\PR_PRL]]_NP [[দিনমানের\N_NNP এমন\DM_DMD স্বরূপ\N_NN]]_NP [[তৈরী\N_NN করেছিলেন\V_VM_VF]]_VGF [[যা\PR_PRL]]_BLK [[হিন্দীতে\N_NNP প্রকাশিত\JJ]]_NP [[যেকোনো\RB]]_RBP [[সাপ্তাহিকের\JJ থেকে\PSP]]_NP [[আলাদা\JJ]]_JJP [[ছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10271	[[তা\PR_PRL সত্ত্বেও\PSP]]_NP [[আপনি\PR_PRP]]_NP [[‘নয়া\N_NNP প্রতীক’এর\N_NNP সম্পাদক\N_NN হন\V_VAUX]]_VGF [[এবং\CC_CCD]]_CCP [[১৯৭৭\QT_QTC সাল\N_NN অবধি\PSP তা\PR_PRL থাকেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10272	[[১৯৭৭\QT_QTC সালের\N_NN পরে\PSP]]_NP [[‘নবভারত\N_NNP টাইম্স’\N_NNP (দিল্লি)-র\N_NNP সম্পাদক\N_NN]]_NP [[ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10273	[[অজ্ঞেয়\N_NNP মহাশয়\N_NN]]_NP [[১৯৭১\QT_QTC থেকে\PSP ১৯৭২\QT_QTC সাল\N_NN পর্যন্ত\PSP]]_NP [[যোধপুর\N_NNP বিশ্ববিদ্যালয়ের\N_NN]]_NP [[তুলনামূলক\JJ সাহিত্য\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[ভাষা\N_NN বিভাগের\N_NN]]_NP [[অধ্যক্ষ\N_NN পদেও\N_NN]]_NP [[কাজ\N_NN করেছেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10274	[[বিভিন্ন\JJ কাব্য\N_NN রচনার\N_NN বাইরে\PSP]]_NP [[অজ্ঞেয়\N_NNP মহাশয়\N_NN]]_NP [[অনেক\QT_QTF]]_NP [[উপন্যাস\N_NN]]_NP [[,\RD_PUNC]]_CCP [[গল্প\N_NN]]_NP [[,\RD_PUNC]]_CCP [[এবং\CC_CCD]]_CCP [[প্রবন্ধ\N_NN]]_NP [[ইত্যাদিও\RP_RPD]]_BLK [[লিখেছেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10275	[[বহুমুখী\JJ প্রতিভার\N_NN অধিকারি\N_NN অজ্ঞেয়\N_NNP মহাশয়ের\N_NN]]_NP [[হিন্দী\N_NNP -\RD_PUNC সাংবাদিকতায়\JJ]]_NP [[অবদান\N_NN]]_NP [[অবিস্মরণীয়\JJ]]_JJP [[৷\RD_PUNC]]_BLK
HED10276	[[১৯৮৭\QT_QTC সালের\N_NN ৪ঠা\QT_QTO এপ্রিলে\N_NNP]]_NP [[তাঁর\PR_PRL]]_NP [[মৃত্যু\N_NN হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10277	[[তাঁর\PR_PRL]]_NP [[প্রায়\RB]]_RBP [[সমস্ত\QT_QTF কবিতাগুলি\N_NN সদানীরা\N_NNP (\RD_SYM দুই\QT_QTC খন্ড\N_NN )\RD_SYM নামে\N_NN]]_NP [[সংকলিত\JJ]]_JJP [[হয়েছে\V_VAUX]]_VGF [[এবং\CC_CCD]]_CCP [[অন্যান্য\JJ বিষয়ের\N_NN ওপর\PSP লেখা\V_VM_VNG]]_VGNN [[সমস্ত\QT_QTF]]_JJP প্রবন্ধ\N_NN রচনা\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[সন্দর্ভ\N_NNP]]_NP [[অর্থাত্\RP_RPD]]_CCP [[কেন্দ্র\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[পরিধি\N_NN]]_NP [[নামক\N_NN গ্রন্থে\N_NN]]_NP [[সংকলিত\JJ]]_JJP [[হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10278	[[বিভিন্ন\JJ পত্র\N_NN -\RD_PUNC পত্রিকা\N_NN সম্পাদনার\N_NN]]_NP [[সাথে-সাথে\RB]]_RBP [[অজ্ঞেয়\N_NNP]]_NP [[তারসপ্তক\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[দুসরা\N_NNP সপ্তক\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[তিসরা\N_NNP সপ্তকের\N_NNP]]_NP [[মতন\RP_RPD]]_BLK [[যুগান্তকারী\JJ কবিতার\N_NN সংকলনেরও\N_NN]]_NP [[সম্পাদনা\N_NN করেছেন\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[রূপাংবরার\N_NNP মতন\RP_RPD কবিতা\N_NN সংকলনেরও\N_NN]]_NP [[।\RD_PUNC]]_BLK
